text	sentiment	category
https://t.co/iVgTqeGxIH: VIDEO: Local kids get COVID-19 vaccine [https://t.co/t7Qs3mfi9J] #TBay #ThunderBay	Neutral	Informative posts
@Suzierizzo1 We do all of this in Ontario Canada. Mandated until March 28th. I used hand sanitizer prior to COVID but not to the extent as now. Am immune compromised so common sense to take precautions. And of course fully vaccinated.	Positive	Critique and opinions
@lisakirbie @HopeAldridge For me it’s the huge disregard for the fact that for many wfh means we work more and are there for our other responsibilities. Covid has been terrible but wfh has been amazing for me with two special needs kids.	Positive	Critique and opinions
Before folk go on waffling about how the covid vaccine is causing young athletes to drop like shots they should check the upwards trends over the past 30-years AND recognise some vital truths. https://t.co/qEbKOE3xI8	Negative	Critique and opinions
@Billius27 Wouldn't it  be wiser to wait for Moderna/Pfizer to tweak the vacine before we vaccinate kids and push boosters?	Neutral	Informative questions
"Much relieved!  This was much faster than any previous travel restrictions, and am grateful in this moment.

Canada enacts travel restrictions for southern Africa in light of new COVID-19 variant - National | https://t.co/zOR9rZovuq https://t.co/eaXudBPJh4"	Positive	Informative posts
@Charlie_6112 @CarsonBabich @TorontoStar No specialist would ever say don’t get vaccinated or get vaccinated. They would Kay out the facts and let the patient decide whether they want to play Russian roulette. If your assessment does not INCLUDE the risk to those around you..you are once again a selfish covid idiot.	Negative	Critique and opinions
"Yesterday's Conspiracy Is Today's Medical Journal Headline: NEJM Explains How COVID Vaccines May Produce Spike Proteins that Lead to Myocarditis https://t.co/Nzcums480o 
Engineers would know obstructions would cause clots in the bloodstream. Nice to see doctors catching up,"	Neutral	Critique and opinions
@kprather88 @WHO @DrMikeRyan @DrTedros @doctorsoumya All covid and co. are airborne they always have been 🤦🏼‍♀️ cmon @mvankerkhove we need to hear the words so we can all be safer … this is your job to promote precautionary principle for deadly uncertainty with new variants  ;which is why you labelled this a VOC right?	Negative	Critique and opinions
@FuzzyWuzzyTO I fear you are correct. I will spend the rest of what is left of my life stuck in the never ending loop that is Covid.	Negative	Compassion and sentiment
COVID: The definitive edition lol	Neutral	Jokes and sarcasm
"@anacernov @sailorrooscout If these covid shots work why do the vaccinated still have to wear masks and distance....how can 10 Ottawa Senator hockey players come down with the very disease they're supposed to be vaccinated against.  Doesn't sound to me like an effective vaccine, quite the opposite."	Negative	Critique and opinions
"@mattdagley Big nope.  I don’t think I can deal with wearing a mask that long to get on a plane.  Honestly, even before COVID, my desire to travel was almost nil.  Flying is so much of a hassle."	Negative	Compassion and sentiment
@DaaSInsights @CDCgov we are getting better at treating Covid?	Neutral	Informative questions
"If a fully vaccinated person tests positive for Covid-19 and can spread it, why is there ""vaccine passports""?"	Negative	Informative questions
"COVID Misinformation Is Running Rampant Online, and It’s Worse in Spanish https://t.co/zOe2CiCE8A via @viceworldnews"	Neutral	Informative posts
"JUST IN: British Columbia reported 341 new COVID-19 cases on Friday, along with six more deaths as officials responded to an emerging variant of concern.

https://t.co/rzDDRzMpft"	Neutral	Informative posts
"JUST IN: British Columbia reported 341 new COVID-19 cases on Friday, along with six more deaths as officials responded to an emerging variant of concern.

https://t.co/LQIowu0rOj"	Neutral	Informative posts
@theprovince Is there a covid refund option ?	Neutral	Jokes and sarcasm
"'Saskatchewan reported 108 new cases of COVID-19 on Friday, along with the death of another person who had the disease.

Almost one-third of the 108 cases was in children under the age of 12, according to the province's dashboard...'

https://t.co/YGswL9iBLR"	Neutral	Informative posts
"@BNODesk Pfizer and Moderna issued Press Releases
They are studying the effectiveness of the current vaccines vs. Omicron
So are other scientists  
https://t.co/23GrOXm9Fb"	Neutral	Informative posts
"Also, note the headline, they are grooming people to fear and despise the ""immunocompromised"", those who suffer illness. Bourge medical science, medical science for profit in this world run by imperialists, is a nightmare world.  https://t.co/JEUPlnLuzm https://t.co/M5JrcbmSCv"	Negative	Critique and opinions
@PeterYesm8 @fitterhappierAJ I have been saying from the beginning that Covid is here to stay ever since countries did not lock down and allowed it to spread worldwide. The world population is now just a huge petri dish for new variants to mutate and evolve. How long before a super killer appears?.	Negative	Critique and opinions
Toronto Police Officers will be patrolling near COVID-19 vaccination sites as Toronto kids and their families attend appointments over the coming days.Their safety is of utmost importance and interference or obstruction will not be tolerated. Charges will be laid if warranted.	Neutral	Informative posts
"@OrwellianTimes The vaccines are safe for children. The risks of COVID-19 even to children are much higher than the vaccine. Getting children vaccinated protects them directly and is another important layer of protection against this virus, and helps others by limiting the spread of COVID-19."	Neutral	Informative posts
‘South Park: Post COVID’ Skewers Anti-Vaxxers and ‘Woke’ Comedy https://t.co/PLGQGyXOKZ via @thedailybeast	Neutral	Informative posts
"@DollyOsterlund @unrealsgc @razz_andy @ItsDeanBlundell So either you don't understand how bad Covid is, or you don't care. Becuade despite the ""low death rate"", it IS a serious disease that has overwhelmed hospitals. If you are purposefully putting your needs and concerns above everyone else, you get to pay the consequences"	Negative	Critique and opinions
@XiuXiuForLife I didnt get to do thanksgiving this year (canadian so it was a while ago) cuz my mom was exposed to covid so she had to quarantine so i didnt get to see my family for another month	Negative	Compassion and sentiment
"@SatoshiSarah Covid lockdowns starting in March 2020 messed up supply chains and we're feeling it now. Can't blame it on any one person. They tried to do that in the oil dependent place I live, blame the low oil prices on politics, but nothing changed when parties in power changed."	Negative	Critique and opinions
@chrissaccoccia1 Just it is out there here is the facts I shared https://t.co/6RClhqP9FX https://t.co/Cgt669UaNr	Neutral	Informative posts
This new South African COVID variant has 30 mutations at the cleavage sites. No natural coronavirus in history has anything remotely close to that level of mutation. The level of mutation is proof that this virus was manufactured with spliced in cleavage sites.	Neutral	Critique and opinions
"Here comes #Omicron to lay waste to modest savings. 
More harmful to humans than #Covid is the #pandemic profiteering regulators and government are allowing to happen."	Negative	Critique and opinions
Lessons from adult COVID-19 vaccine rollout help in smooth outreach to kids in Brampton’s L6P https://t.co/qqR1tyLtrO	Neutral	Informative posts
Dee Jay’s group survived Covid restrictions by constantly adapting https://t.co/3nZt1X3EgP	Neutral	Informative posts
Cork and Bone has survived Covid restrictions by adapting https://t.co/RbHluAFMaY	Neutral	Informative posts
"Omicron has been found in Belgium in a traveller returning from Egypt.

https://t.co/FmhGKsBzIZ"	Neutral	Informative posts
"Yukon reports 13th COVID-19-related death, 99 active cases https://t.co/qBBudko5Ln"	Neutral	Informative posts
"@CanadensisMax Only last week (!) he demanded to scrap the need of PCR tests for US travellers.

Remember who brought COVID home in March 2020?

US travellers and snowbirds.

https://t.co/sGzJ4P3oqq"	Negative	Critique and opinions
The new variant was put in place by Klaus Schwab in July 12 it’s not a new variant check out the link https://t.co/kQFA2scOM3	Neutral	Critique and opinions
Covid Collection - 45 https://t.co/QgVkN93ygd	Neutral	Jokes and sarcasm
@DFisman I'd refine the last bit: we need more info before we adjust anything the precautionary compels...	Neutral	Critique and opinions
"@ChristinaPushaw @ezralevant You put a muzzle on a dog, it becomes pretty hard for them to bark. Remember, Florida has lost more people per capita than any other. Facts matter!

https://t.co/uj7d8MX8sX"	Negative	Critique and opinions
"@firedangerhigh @butlerdunn @CMOH_Alberta Wait, so if I had Moderna and Pfizer, I can book a booster? I thought it was still restricted to certain groups of people."	Neutral	Informative questions
"@Nikoletta3108 I used to, religiously. But have not since covid."	Neutral	Compassion and sentiment
"There are 153 new COVID-19 cases and one death in Manitoba on Friday, the province's coronavirus data site says...

https://t.co/iIvFRdREZN"	Neutral	Informative posts
"Merck’s COVID-19 pill is effective, U.S. regulators say https://t.co/DWPofSJx3S"	Neutral	Informative posts
"Merck’s COVID-19 pill is effective, U.S. regulators say https://t.co/bNfGkH7ZVG"	Neutral	Informative posts
"2021-11-26 (8:00pm AT) COVID-19 cases in Canada: 
Total Positive: 1,782,171 (+ 4,357)
Recovered cases: 1,727,519
Deaths: 29,618 (+ 18)   
Active Cases: 24,861 (+ 80) ⬆️
Continue to follow public health guidelines and get vaccinated with both doses of COVID-19 vaccine https://t.co/kfZS3rF3bU"	Neutral	Informative posts
I’m sick (not covid). What can I watch that is comforting? Nothing about the horrendous state of the world (real or imagined).	Neutral	Informative questions
How Calgary's upper northeast achieved Canada's best COVID-19 vaccine rates https://t.co/nfloautahe #yyc #COVID19AB	Neutral	Informative posts
"People of MB: I’m not going to be cautious, Covid isn’t real 

MB government: https://t.co/Pc2FHbnyYn https://t.co/gjH5TzuI5T"	Neutral	Jokes and sarcasm
"Wake Up From COVID (@wakeupfromcovid) Tweeted:
Another testimony of an ex-complier. https://t.co/YiiIq5bgP9 https://t.co/K8LsgKJ1oQ https://t.co/A1EBuk1AbA"	Negative	Critique and opinions
"The Nazis convinced people that individual rights &amp; freedoms had to be sacrificed, for the supposed greater good of their twisted society 
They are notorious for their medical experiments
Much like current day Covid Nazis, informed consent meant NOTHING to them #PureEvil https://t.co/GeWPFqQzHd"	Negative	Critique and opinions
"@OrwellianTimes In BC as of Nov. 22, 2021, for children aged 5-11, 15,917 have had COVID-19. Of these 60 have been hospitalized, 5 have been in critical care, and fortunately, none have passed away from COVID-19. From Oct 22 to Nov 22, 16.2% of cases in BC were children aged five to 11 years."	Neutral	Informative posts
@jkenney Texas oil having a hard time employing due to covid. But spin spin spin jayjay	Negative	Critique and opinions
"Big pharma paid $151M to doctors, hospitals in 2017-18, but we don&amp;#8217;t know who got paid or why https://t.co/ib6eVOU6ii

GET IT YET!

COVID'S A FARCE USED TO FEAR PUBLIC INTO TAKING VACCINES YOUR EVIL, DRS., GOV'TS &amp; HEADS OF HEALTHCARE, PROFIT FROM!

YOUR CHILDREN ARE NEXT!"	Negative	Critique and opinions
"@Billius27 Only last week he demanded PCR tests to phase out for US travellers.

Remember how COVID seeded in March 2020?

Snowbirds and March breakers. From the US.

https://t.co/sGzJ4P3oqq"	Negative	Critique and opinions
@jkenney I call on @jkenney to shut up about covid and let people live their lives.	Negative	Critique and opinions
"#Breaking: British Columbia has added 341 new cases of COVID-19 in the last 24 hours, as well as six related deaths, according to the B.C. Centre for Disease Control's COVID-19 dashboard.  https://t.co/qfCf86ZKE1"	Neutral	Informative posts
"https://t.co/14JJGCl4UT
#ChildrenOfDrFauci How many of will survive?
#GainOfFunction appears to've gotten out of hand eh' Doc?"	Negative	Critique and opinions
What a fucking joke!! @JustinTrudeau can travel all over the world and not wear a mask but can’t got to work because he’s scared of Covid!! The Liberals and Jackmeat are a disgrace and embarrassment to Canada! https://t.co/Cl6zXOCx3K	Negative	Critique and opinions
@ID_Wagner Pfizer is the only one approved for 5-11 as of now. Moderna being reviewed for this age group too.	Neutral	Informative posts
@ruralroots780 And it was election year.   So he needed to succeed with Covid.	Neutral	Critique and opinions
"Vaccinations go up, COVID numbers go down. What gives?! 
https://t.co/9ReBC2uCqM"	Neutral	Jokes and sarcasm
"https://t.co/14JJGCl4UT
#ChildrenOfDrFauci How many of us will survive?
#GainOfFunction appears to've gotten out of hand eh' Doc?"	Negative	Critique and opinions
"There is a certain type of wealthy, elitist, white woman who leaned into Covid restrictions. They are the most morally pure and they get high off of letting everyone know.  

Bennett is exactly this woman. Cancelling her vegan optional, dry xmas party is her latest sacrifice. https://t.co/vWn2CDWvVr"	Negative	Critique and opinions
"@_Simply_Dianne @patriot_vi @DanielTyrie @MarkFriesen08 Don’t be heartless. Are you sure you won’t get sick or won’t get Covid inifected forever? 
I am unvaccinated but not sure if I am always healthy . I am vaccine hesitant not an anti-Vaxxer, don’t just sit and laugh at other sick people, even the fully vaccinated got infected,died. https://t.co/LofV2mgwoF"	Negative	Critique and opinions
#ICYMI Bryan Adams tests positive for COVID-19 again https://t.co/m1zvgoQyIe https://t.co/KREE8Mu2RU	Neutral	Informative posts
I HAD to get mine and was one of the first but I hate this. If I'd know then I wouldn't have bothered. ICU COVID is 84 year olds and 375 pounders. The rest of us are fine. Omg lol it's mutated again lolol! https://t.co/pqCb2ROgYW	Negative	Critique and opinions
@CP24 Covid Porn 24 https://t.co/hyeQyPPSxV	Neutral	Jokes and sarcasm
"Now I have two reasons to not go outside:

1. COVID
2. Piss poor TTC service"	Neutral	Jokes and sarcasm
"meant to say ""Not from the Plandemic Covid"""	Neutral	Critique and opinions
Sad news #Orleans https://t.co/6QpwxQ9iPR	Negative	Informative posts
In One Chart: ‘Markets don’t bottom on a Friday’: COVID stock rout puts these S&amp;P 500 levels in focus https://t.co/4H79uNpfa7	Neutral	Informative posts
"@beynate I thought this was about COVID. 

Let’s turn the HOC into a museum dedicated to Canada’s former democracy."	Neutral	Jokes and sarcasm
VIDEO: Local kids get COVID-19 vaccine https://t.co/xUDNX6GDPa	Neutral	Informative posts
"@Voyager19 YES.
I've been saying for months.. set up tents in the parking lots for the anti-vaxxers. 
They don't want protection from COVID; they don't deserve treatment when they get COVID."	Negative	Critique and opinions
Opinion: Drinking skyrocketed during COVID-19. Why’s it so hard to learn the facts about alcohol? /via @globeandmail https://t.co/ueG2fC4IF0	Neutral	Critique and opinions
"@MirabilisDave He’s right and not misrepresenting the danger. In particular the risk to children’s health from these mRNA therapies is far higher due to the high risk of myocarditis. The research group was also too small to ascertain risk in children. 

https://t.co/nTtdXTBYEq"	Neutral	Critique and opinions
"@R11RT @NuttieChipmunk @rdsathene The people who testified at @SenRonJohnson's inquiry would say otherwise, Roamin'. I would posit that vaccination can include blood antibodies from recovered covid patients. https://t.co/DKFVGrQ26B This is 3 hours 51 minutes well spent. @crookedmedia @jonlovett @CDCofBC @H_O_P4E"	Neutral	Critique and opinions
".@CBCNews @CTVNews @GlobalNational

Reminder that @DrFiliatrault was member of the team that shut down SARS-1 in Vancouver, and kept BC from suffering an Ontario SARS-1 disaster, in which Dr Henry was a key decision-maker. 

CC: @ianhanomansing

#CovidIsAirborne
#COVIDethics https://t.co/PPU3jVSsdn"	Negative	Critique and opinions
Two children died in all of British Columbia in 21 months of Covid. https://t.co/WTOlfGTfc9 https://t.co/Himp2Iz2K9	Neutral	Informative posts
"@ParodySheldon @illegalfi @_Simply_Dianne @patriot_vi @DanielTyrie @MarkFriesen08 😂🤣 Can you be sure you won’t get sick or won’t get Covid inifected forever? 
I am unvaccinated but not sure if I am always healthy . I am vaccine hesitant not an anti-Vaxxer, don’t just sit and laugh at other people, even the fully vaccinated got infected, or died. https://t.co/PnrJXe7iy1"	Negative	Critique and opinions
No new cases of COVID-19 in Conservative caucus after vaccinated MP falls ill https://t.co/9suVCdrdhp https://t.co/kTORGPz32U	Neutral	Informative posts
"The Village of Beiseker is hosting its annual Christmas event, which was cancelled in 2020 due to the COVID-19 pandemic, in the hopes of reigniting a sense of community and togetherness in time for the holiday season on Dec. 4. https://t.co/kWvQyFJlkh"	Neutral	Informative posts
"The Village of Beiseker is hosting its annual Christmas event, which was cancelled in 2020 due to the COVID-19 pandemic, in the hopes of reigniting a sense of community and togetherness in time for the holiday season on Dec. 4. https://t.co/bualOU9np2"	Neutral	Informative posts
"@Qualifyfor Mortgage defaults will lower house prices in this trickle down world, right? So sick of these Con jerks. Wait for the backlash from those of us doing all we can to stop Covid, save the economy while they cater to their anti vax base and MPs!!!"	Negative	Critique and opinions
New from me: I sat with some kids in Barrie today as they got their first COVID-19 shots. It means more freedom. And sleepovers! https://t.co/7M37xthW2V	Positive	Critique and opinions
"Yukon reports 13th COVID-19-related death, 99 active cases https://t.co/MTHt3L6tvg"	Neutral	Informative posts
"Friday was the first day of COVID-19 vaccine distribution for kids. Alberta Health said 6,286 kids were booked to got the shot on Day 1.

https://t.co/SsSlV9qnzq"	Neutral	Informative posts
"Beginning Monday, Pfizer vaccine will be administered to children in the 5 to 11-year-old range. Various schools in the Peterborough area are hosting vaccine clinics where families can book appointments.

FULL STORY HERE: https://t.co/1YHKc2fwN4

@CHEXNewswatch @GlobalPtbo"	Neutral	Informative posts
What We Know About the New Variant https://t.co/U9KHz7u0R0	Neutral	Informative posts
@Lukewearechange Covid Gestapo	Negative	Critique and opinions
"National Post: Hong Kong confirms two cases of virulent new COVID-19 variant, one of which travelled from Canada.
https://t.co/AxB9AcVsbB

via @GoogleNews"	Neutral	Informative posts
Does anyone know if there has been any instance of a Triple vaxxed person dying of Covid yet? I’m super curious.	Neutral	Informative questions
@Billius27 His idiocy extends beyond mismanagement of COVID. He is bad at everything. https://t.co/ryDadv6PqI	Negative	Critique and opinions
@Kase_Montero @TPostMillennial Toronto public health tells you not to test within 90 days of covid diagnosis because of risk of false positive.	Neutral	Informative posts
Doug Ford calls for Ottawa to immediately ban flights from countries linked to new COVID-19 variant - CTV News Toronto https://t.co/pjpfOVmDg3 ...too late...again....	Neutral	Informative posts
"F**k covid who ruined my second favourite Greek letter. But, how did we go from Delta to Omicron? There are only 24 letters and we are nearly at the end of the alphabet #covidvariant https://t.co/sw12HMPsAw"	Neutral	Jokes and sarcasm
@Charlie_6112 @CarsonBabich @TorontoStar The risk to heart patients is far high with covid than the vaccines. And yes I know this to be a fact.	Neutral	Critique and opinions
Ont. reports 927 new COVID-19 cases and 6 more deaths; highest case count since early Sept. - CP24 Toronto's Breaking News https://t.co/P9x5TB0ipV via @GoogleNews	Neutral	Informative posts
No more BS Covid is over. We are getting on with our lives. https://t.co/Xv9kVR9RCZ	Negative	Critique and opinions
"@PnPCBC @Carolyn_Bennett Can’t wait for the Christmas parties &amp; Secret Santa! 
I was done with all the Covid nonsense after the first 15 days to slow the spread, never missed a day of work, in the office, not working from home, and hang out with family/friends when I want to, not when gov tells me I can."	Positive	Critique and opinions
@MMCrypto No wonder they on about covid today 😂	Neutral	Jokes and sarcasm
Graphene Oxide &amp; Nano-Router Circuitry in Covid Vaccines: Uncovering the True Purpose of These Mandatory Toxic Injections https://t.co/EsmlcC979j	Negative	Critique and opinions
@ShibaCryptoCoin @DelCrxpto Yes Hoping for this Covid to end.	Positive	Compassion and sentiment
'Momentous occasion' as COVID vaccination begins for younger children in Waterloo Region - https://t.co/o4gKRCL2jI has been published on Canada News Media - https://t.co/DSVz0szfAl #news https://t.co/QhugmKBg8k	Neutral	Informative posts
Volunteers needed to put together rapid COVID test kits for Test to Protect Kids Program.  #Halifax #NovaScotia https://t.co/uGPm8qoGMe	Neutral	Critique and opinions
"A ""coincidence"" now suddenly there's a new #Covid variant that shows up out of nowhere at the SAME TIME kids are getting #vaccinated and cases spike past 900 a day? Hmmm...
#tyranny #Scamdemic #Fascism #PoliceState #NoVaccinePassports #resist #NewWorldOrder #sheeple #GreatReset"	Negative	Critique and opinions
"I suppose that Covid must cause similar effects, but if the vaccines are causing the same kind if endothelial inflammation WTF?"	Negative	Critique and opinions
Novel coronavirus (COVID-19) - Application processing temporarily changed  https://t.co/bMVgx3Gkiq	Neutral	Informative posts
"@GrumpyOW @MrX17749954 @MSEEKEROFTRUTH It’s 1 in 5,000, not 1 in 50,000. 

https://t.co/nTtdXTBYEq"	Neutral	Informative posts
"@melbataj Well, they gave it an appropriately ominous name. Sounds like a really bad ass decepticon. Here come the next wave, covid surfers!"	Neutral	Critique and opinions
"@emmaschuetz After nearly two years of a healthy and realistic fear of covid, I'm fucking exhausted. 

So much is out if my control as one person. All I can do is wash my hands, wear my mask, and trust my vaccines. I can't listen to the end-is-night"	Negative	Compassion and sentiment
"@Weird_n_Gilly I hate winter! I am so happy to be going away in 11 days to sun, sea and sand for the first time since February 2020 before Covid. 😎🌴🍹"	Positive	Compassion and sentiment
"#Ableg News 🧵

9. The UCP claim they can't offer in-school Covid vaxes to kids as “parents need consent”, ignoring permission slips exist (and currently give inoculations)

10. Alberta’s the ONLY Canadian province where residents can’t use their QR code for international travel https://t.co/zOxAqQQd0v"	Negative	Critique and opinions
"#Ableg News 🧵

8. 😬 During the Legislative Public Accounts Committee, both De. Hinshaw &amp; Dr. Yiu admitted that AHS had FAILED to do any COVID-19 modelling or projections during wave 2.

This modelling could have help stopped the early spread of the disease. https://t.co/1CHje7vUFS"	Neutral	Critique and opinions
@DonDavies What did Pfizer and Moderna ask for in exchange for access to the vaccines?	Neutral	Informative questions
"@DustinFluff @pizdets17 News flash bud, you've been lied to..

Now open your mind, turn off the tv and start digging into the statements of the people you're disagreeing with 

https://t.co/EDJjIp1RhJ"	Negative	Critique and opinions
@JamesInThreeDee Please don’t take the antibiotics they have tracking chips in it 🤦‍♀️🤦‍♀️. Ummm isn’t his diagnosis what COVID causes?	Negative	Critique and opinions
@jordanbpeterson this is bad news but don’t Covid patients get the same and worse?	Neutral	Informative questions
"@UBC_SB It may be a bit of a drive, but Douglas Dentistry is absolutely exceptional about their covid protocol. They literally only allow one patient inside at a time. Dr. Wears a 3M versaflo PAPR."	Positive	Critique and opinions
COVID-19 rates fall as vaccine boosters roll out in #Agassiz-Harrison https://t.co/IuSqisr4Op	Neutral	Informative posts
"‘Worst we’ve seen so far’: New COVID-19 variant Omicron is ‘highly transmissible’, Canada unveils new travel restrictions

https://t.co/6PHgDSEOI4. Where the hell are you getting this stuff from. You telling Canadians that the biological agent is still in the air.🤬🤬🤬"	Negative	Critique and opinions
"@DrJ56013122 @doc_turek ""So why would Pfizer and Moderna Inc. engage in trialing this vaccine on children with a death rate in this group of 0.003%? They must show us why it is not dangerous to put this vaccine in children, and they have not.""

Dr. Paul Alexander"	Negative	Critique and opinions
"@DFriesenGlobal Interesting that OMICRON is label for the latest Covid mutation, fully eleven letters in the Greek alphabet from DELTA. Does this mean WHO &amp; others have concealed many other variants? #covidvariant"	Negative	Critique and opinions
It's like @HStefansonMB is TRYING to cause more COVID fatalities. #NeverVoteConservative	Negative	Critique and opinions
Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmacies safe. #ONPoli https://t.co/143EU3ctSs via @leadnowca	Negative	Critique and opinions
"So I need to present my vax card every time I enter the King's Head, (which I'm happy to do!) because I might spread COVID to vulnerable people, but not to work in PCH where I'd be around tons of vulnerable people every day.
Did I get that right? #mbpoli
https://t.co/wWY2zLTvu2"	Negative	Critique and opinions
"@mhiler54 @BBCBreaking Yes, I’m sure you have heard public health officials say that “vaccines protect you against Covid and the variants”, but obviously they are referring to the known variants. I don’t think that you expect officials to be able to predict how they will work against future variants?"	Negative	Critique and opinions
EU proposes southern Africa travel ban over new Covid variant https://t.co/ugrGhbrNnE	Neutral	Informative posts
COVID-19: Canada bans visitors from southern Africa nations due to troubling new variant; Ontario reports 927 new cases; 47 in Ottawa | Ottawa Citizen https://t.co/HEva0bH1yH	Neutral	Informative posts
"@jodisp2019 And I also hate to say that he also did the right thing by closing the borders to those that host this new covid strain.    Better safe than sorry until more is known.    

Though, I still can't stand the prick!"	Positive	Critique and opinions
"100% this. 

This is exactly why, in the vaccine era, public health measures (including masking) cannot continue. We’re going to have to move on at some point given that COVID is never going away. This is an endemic now and needs to be treated as such.

#COVID19AB #ableg #abpoli https://t.co/Yl5UwhSoOZ"	Negative	Critique and opinions
"Santa Claus returns Dec. 4 but parade trimmed due to COVID-19, security concerns https://t.co/8ljWhrxGXZ https://t.co/EvXJdXH4vk"	Neutral	Informative posts
EXPLAINER: What is this new COVID variant in South Africa? | AP News https://t.co/xYHnEr1LDY	Neutral	Informative posts
Hinshaw addresses new variant of concern as Alberta adds 356 new COVID-19 cases https://t.co/NbuLfQiccP	Neutral	Informative posts
"@ajayspec2020 @GBNEWS Well, the numbers are debatable. Many who died with Covid were already on their death beds. More importantly, the risk of dying of Covid is miniscule for healthy people under 50, but the adverse events are more frequent. You are not comparing apples to apples."	Negative	Critique and opinions
@UBC_SB I know dentists who upgraded air systems due to covid	Neutral	Compassion and sentiment
@EdBrown19 wild carded finally and captained the covid super spreader but still didn't get TAA so expect him to get all the goals this time	Neutral	Critique and opinions
"@PLongsticking @POTUS @WHO Similar? No.
The big fuss was when he tried to enact a travel ban from Muslim countries based on colour and religion.  
The ban when Covid eventually was recognized as a pandemic was widely accepted. The only problem was 40,000 people came in as ""exceptions"". 
#disingenuous"	Neutral	Critique and opinions
Get your decepticon ass outta here. Sounding like a transformer with a name like that. Warning new covid lets transform into a stationwagon. (Yes i know its a greek letter and just folling naming conventions) https://t.co/MxSvl5A5fo	Negative	Critique and opinions
@Naz_Blaugrana @Adithi30 Covid tax sadly.	Negative	Critique and opinions
@Charlie_6112 @CarsonBabich @TorontoStar No. Their stupidity is why we are still dealing with Covid and it’s variants. Scheer unmitigated idiocy led us here.	Negative	Critique and opinions
"I could not be more proud of this brave girl, who conquered her fear of shots to get the Covid vaccine today. Thank you @ROWPublicHealth! https://t.co/dDQp3lYPAz"	Positive	Compassion and sentiment
"Alberta reports three new COVID-19 deaths, 356 new cases https://t.co/6IB4dMISGZ"	Neutral	Informative posts
"Alberta reports three new COVID-19 deaths, 356 new cases https://t.co/0m9917rSzA"	Neutral	Informative posts
"Alberta reports three new COVID-19 deaths, 356 new cases https://t.co/yd1ls9uOux"	Neutral	Informative posts
"Alberta reports three new COVID-19 deaths, 356 new cases https://t.co/xptf93HvCB"	Neutral	Informative posts
"@UBC_SB I haven’t been near my dentist since summer 2020. At that time, our area had zero Covid cases because it was still mostly in the cities and no mask mandate. While the dentist &amp; hygienist wore surgical masks, the hygienist complained about it the whole time. I didn’t go back."	Neutral	Compassion and sentiment
"@StoneSculptorJN @SoupVessel @luigivasalini @Unicorn6610 @SwearingJustin @RarelySurprised @TrumpDownfall @anja_weimer @Thumper754 @RantsWinnipeg @tlstene @Tormund_G_ @MarkSlapinski @MarkFriesen08 Hahahaha.  

BP prevalence regular: 15-30 per 100k people
BP prevalence post-vax: 13 per 100k
BP prevalence during/post-Covid: 88 per 100k

A common cause of BP is respiratory viruses.

Also: average 3 week recovery time is NOT lifelong."	Neutral	Informative posts
The new Omicron mutant strain of COVID... Is it named after the alien planet from #Futurama	Neutral	Jokes and sarcasm
"@kinsellawarren Wow.  The Covid whack-jobs are putting the pre-Covid whack-jobs to shame.  ""Do one thing really really well"" must be their motto.  Steam Whistle should sue."	Negative	Jokes and sarcasm
I am reading this dribble from @Ben_S_Harper this is what Albertans are paying this fool a six figure salary The he fool that said it was going to be the #bestsummerever perhaps he should tell the families of the 932 who have died of Covid since July st how great a summer it was. https://t.co/P6Fy6XYjNg	Negative	Critique and opinions
"Market week: Stock markets retreat on the week, as new Covid variant and inflation top investor concerns; plus, Horizons launches new metaverse ETF; Brompton tweaks its ETF lineup: https://t.co/MbppGqiXJY https://t.co/mMcoXA8JxB"	Neutral	Informative posts
Mutant strain – A new Covid-19 variant has emerged https://t.co/M0gHuUSupk	Neutral	Informative posts
"Alberta Farmer Express ""Canadian Financial Close: New COVID-19 variant rattles markets"" 
https://t.co/cZNcShSpNK"	Neutral	Informative posts
"""Omicron Is The Newest COVID Variant's Name &amp; It's Giving The Internet 'Transformers' Vibes"" https://t.co/Yn6sVjOJqw"	Neutral	Informative posts
Everything you need to know about the Omicron COVID-19 variant #COVIDCanada https://t.co/scQz7mPolX	Neutral	Informative posts
"Yukon reports 13th COVID-19-related death, 99 active cases https://t.co/DstzgKHCKE"	Neutral	Informative posts
The latest COVID-19 strain/ mutation now has a name.   World Health Organization declares new variant of concern named “omicron”: https://t.co/fgCnygakbG	Neutral	Informative posts
@solutions_covid Agreed. I'm a Mike fan tho :)   but yes. That one clip was all around crazy to watch	Positive	Critique and opinions
"@AmitAryaMD We are getting third doses while deliveries to Africa are going down.
  
https://t.co/cdpvMksRLs"	Negative	Critique and opinions
@LynnHolliday8 @CP24 I don’t think covid can travel in the air from the other side of the world unless it is on a plane in a person. Hense why nobody should be allowed in or out period	Neutral	Critique and opinions
"Alberta reports three new COVID-19 deaths, 356 new cases https://t.co/MMCrOpo6b4"	Neutral	Informative posts
AUPE claims Red Deer Hospital workers being axed while COVID-19 pandemic still rages https://t.co/9z0qjV7x2e https://t.co/3OG7562xFe	Neutral	Informative posts
